name,value
mTurkID, p103
subID,203
drive_name,1401
drive_index,2
time_date,Fri Feb 10 2023 20:27:45 GMT-0600 (Central Standard Time)
Page_15_SurveyPage_Question1_radio,Green
Page_15_SurveyPage_Question2_text,scooter
Page_15_SurveyPage_Question3_radio,26-35
Page_15_SurveyPage_Question4_radio,Female
Page_15_SurveyPage_Question5_radio,Liberal Arts
Page_15_SurveyPage_Question6_radio,Bachelor's_degree(e.g. BA; BS)
Page_15_SurveyPage_Question7_radio,1
Page_15_SurveyPage_Question8_radio,1
Page_15_SurveyPage_Question9_radio,1
Page_15_SurveyPage_Question10_radio,1
Page_15_SurveyPage_Question11_checkbox,0
Page_15_SurveyPage_Question12_radio,4
Page_15_SurveyPage_Question13_checkbox,Electricscooter
Page_15_SurveyPage_Question14_radio,5
Page_15_SurveyPage_Question15_textarea,it was fun
Page_15_SurveyPage_Question16_radio,Yes
